fecha,dolar_blue,dolar_oficial,valor,rsi,day_of_week,is_end_of_month,brecha
2018-11-12,35.25,35.38,35.25,37.47117649823596,0,0,-0.003674392312040773
2018-11-13,36.25,36.05,36.25,51.32174718216752,1,0,0.005547850208044462
2018-11-14,35.75,35.9,35.75,45.852752406460326,2,0,-0.004178272980501353
2018-11-15,35.25,36.05,35.25,41.13239623074811,3,0,-0.022191400832177455
2018-11-16,35.5,35.93,35.5,44.2241860577332,4,0,-0.011967715001391587
2018-11-20,35.5,36.18,35.5,44.22418605773319,1,0,-0.018794914317302368
2018-11-21,35.75,36.255,35.75,47.42654140193727,2,0,-0.013929113225762034
2018-11-22,35.75,36.255,35.75,47.42654140193727,3,0,-0.013929113225762034
2018-11-23,37.0,37.5,37.0,60.55820269325834,4,0,-0.013333333333333334
2018-11-26,38.25,39.05,38.25,68.9187738962863,0,1,-0.020486555697823233
2018-11-27,37.0,38.55,37.0,56.11008054432658,1,1,-0.040207522697795
2018-11-28,36.75,38.46,36.75,53.950461593253245,2,1,-0.044461778471138864
2018-11-29,36.75,37.72,36.75,53.950461593253245,3,1,-0.025715800636267203
2018-12-03,36.0,36.5,36.0,47.57895989706869,0,0,-0.0136986301369863
2018-12-04,36.5,37.4,36.5,51.67628458599516,1,0,-0.024064171122994617
2018-12-05,37.0,37.45,37.0,55.428092943821184,2,0,-0.012016021361815829
2018-12-06,36.75,37.7,36.75,53.203870376282346,3,0,-0.025198938992042515
2018-12-07,36.75,37.4,36.75,53.203870376282346,4,0,-0.01737967914438499
2018-12-10,37.0,37.66,37.0,55.28487077440377,0,0,-0.017525225703664278
2018-12-11,37.5,37.8,37.5,59.19335034644165,1,0,-0.007936507936507861
2018-12-12,37.5,37.59,37.5,59.19335034644165,2,0,-0.0023942537909019262
2018-12-13,37.75,37.83,37.75,61.161918676975645,3,0,-0.0021147237642082555
2018-12-14,38.0,38.073,38.0,63.079995440276065,4,0,-0.0019173692643080502
2018-12-17,38.25,38.26,38.25,64.94444136948294,0,0,-0.00026136957658123394
2018-12-18,39.0,38.26,39.0,69.86159959575508,1,0,0.01934134866701521
2018-12-19,38.5,38.37,38.5,63.469870928490195,2,0,0.0033880635913474738
2018-12-20,38.25,38.05,38.25,60.48986512928653,3,0,0.005256241787122282
2018-12-21,38.75,37.975,38.75,64.11843545394011,4,0,0.020408163265306083
2018-12-26,40.5,38.6,40.5,73.34529074928504,2,1,0.0492227979274611
2018-12-27,40.0,38.3,40.0,67.96754161444176,3,1,0.04438642297650138
2018-12-28,40.5,37.7,40.5,70.3117568601159,4,1,0.07427055702917763
2019-01-02,40.5,37.65,40.5,70.3117568601159,2,0,0.07569721115537853
2019-01-03,40.25,37.45,40.25,67.44939431326068,3,0,0.07476635514018684
2019-01-04,40.0,37.37,40.0,64.61653479311519,4,0,0.07037730800107045
2019-01-07,39.5,37.305,39.5,59.25615986885968,0,0,0.05883929768127598
2019-01-08,39.25,37.6,39.25,56.72242605151266,1,0,0.043882978723404215
2019-01-09,39.75,37.37,39.75,60.37201654454381,2,0,0.06368744982606377
2019-01-10,39.25,37.08,39.25,55.345700406683605,3,0,0.058522114347357115
2019-01-11,39.25,36.9,39.25,55.345700406683605,4,0,0.0636856368563686
2019-01-14,39.0,37.0,39.0,52.796753957086665,0,0,0.05405405405405406
2019-01-15,39.25,37.1,39.25,55.02729645973625,1,0,0.05795148247978433
2019-01-16,39.25,37.5,39.25,55.02729645973625,2,0,0.04666666666666667
2019-01-17,39.0,37.71,39.0,52.16829330984432,3,0,0.034208432776451844
2019-01-18,39.0,37.58,39.0,52.16829330984432,4,0,0.03778605641298568
2019-01-21,38.75,37.58,38.75,49.203452358599094,0,0,0.031133581692389615
2019-01-22,38.75,37.53,38.75,49.203452358599094,1,0,0.03250732747135622
2019-01-23,39.0,37.56,39.0,52.34451794952933,2,0,0.03833865814696479
2019-01-24,38.5,37.4,38.5,46.192357975788944,3,0,0.02941176470588239
2019-01-25,38.25,37.03,38.25,43.44300225653128,4,0,0.032946259789359944
2019-01-28,38.25,37.15,38.25,43.44300225653128,0,1,0.029609690444145395
2019-01-29,38.5,37.7,38.5,47.09497157582861,1,1,0.021220159151193557
2019-01-30,38.25,37.51,38.25,44.03298301438725,2,1,0.01972807251399632
2019-01-31,37.5,37.35,37.5,36.38921278903728,3,1,0.004016064257028074
2019-02-01,37.75,37.17,37.75,40.12060053177078,4,0,0.015603981705676574
2019-02-04,37.5,37.19,37.5,37.73669957383509,0,0,0.008335574079053571
2019-02-05,37.3,37.2,37.3,35.89898675649033,1,0,0.0026881720430106
2019-02-06,37.25,37.52,37.25,35.43440350583397,2,0,-0.007196162046908398
2019-02-07,37.75,37.82,37.75,43.332143410352685,3,0,-0.0018508725542041324
2019-02-08,37.5,37.85,37.5,40.654429248625696,4,0,-0.00924702774108326
2019-02-11,38.0,37.91,38.0,47.62534590543459,0,0,0.002374043787918845
2019-02-12,38.0,37.99,38.0,47.62534590543459,1,0,0.0002632271650433801
2019-02-13,38.25,38.22,38.25,50.965328622769974,2,0,0.0007849293563579575
2019-02-14,38.5,38.22,38.5,54.116447386431595,3,0,0.007326007326007356
2019-02-15,38.75,38.62,38.75,57.08634636928658,4,0,0.0033661315380632464
2019-02-18,38.75,38.62,38.75,57.08634636928658,0,0,0.0033661315380632464
2019-02-19,39.0,39.27,39.0,60.0828418210145,1,0,-0.006875477463712837
2019-02-20,39.75,39.67,39.75,67.4303097300429,2,0,0.0020166372573732867
2019-02-21,39.25,39.53,39.25,59.55944978983115,3,0,-0.0070832279281558596
2019-02-22,38.75,39.22,38.75,52.90858852192379,4,0,-0.011983681795002522
2019-02-25,38.75,39.049,38.75,52.90858852192379,0,0,-0.007657046275192694
2019-02-26,39.25,38.87,39.25,58.308031724655734,1,1,0.009776177000257335
2019-02-27,39.0,38.82,39.0,54.917463945100366,2,1,0.004636785162287473
2019-02-28,39.0,39.15,39.0,54.91746394510037,3,1,-0.0038314176245210366
2019-03-01,39.0,39.81,39.0,54.917463945100366,4,0,-0.02034664657121332
2019-03-06,40.5,40.75,40.5,68.60027202390047,2,0,-0.006134969325153374
2019-03-07,42.5,42.5,42.5,78.13089556410026,3,0,0.0
2019-03-08,41.0,41.2,41.0,62.74790974960777,4,0,-0.004854368932038904
2019-03-11,41.0,41.3,41.0,62.74790974960777,0,0,-0.007263922518159738
2019-03-12,41.25,41.5,41.25,64.11364131502643,1,0,-0.006024096385542169
2019-03-13,41.5,41.2,41.5,65.47669134042839,2,0,0.007281553398058183
2019-03-14,41.0,40.77,41.0,60.525228560923445,3,0,0.005641402992396293
2019-03-15,41.0,40.0,41.0,60.525228560923445,4,0,0.025
2019-03-18,41.0,40.05,41.0,60.525228560923445,0,0,0.023720349563046264
2019-03-19,41.25,40.5,41.25,62.30535364841755,1,0,0.018518518518518517
2019-03-20,41.25,40.85,41.25,62.30535364841755,2,0,0.009791921664626647
2019-03-21,41.25,41.075,41.25,62.30535364841755,3,0,0.00426049908703584
2019-03-22,41.75,41.8,41.75,66.1216113074668,4,0,-0.0011961722488037598
2019-03-25,41.9,42.08,41.9,67.19463384366108,0,0,-0.004277566539923948
2019-03-26,42.55,42.64,42.55,71.41907409405164,1,1,-0.0021106941838649955
2019-03-27,44.0,43.87,44.0,78.17182866319366,2,1,0.0029633006610440523
2019-03-28,43.8,43.63,43.8,75.52136898249739,3,1,0.0038964015585604994
2019-03-29,43.65,43.345,43.65,73.50832436680315,4,1,0.007036567078094353
2019-04-01,43.5,42.715,43.5,71.45709793438662,0,0,0.018377619103359395
2019-04-03,43.5,42.87,43.5,71.45709793438662,2,0,0.01469559132260328
2019-04-04,43.65,43.41,43.65,72.3518695881364,3,0,0.005528680027643447
2019-04-05,44.0,43.93,44.0,74.37075371286213,4,0,0.0015934441156385223
2019-04-08,44.0,43.65,44.0,74.37075371286213,0,0,0.008018327605956504
2019-04-09,44.0,43.35,44.0,74.37075371286213,1,0,0.014994232987312539
2019-04-10,44.0,43.01,44.0,74.37075371286213,2,0,0.02301790281329928
2019-04-11,44.0,42.75,44.0,74.37075371286213,3,0,0.029239766081871343
2019-04-12,43.65,42.18,43.65,67.25688583381645,4,0,0.03485064011379798
2019-04-15,43.5,41.62,43.5,64.41317008170029,0,0,0.04517059106198949
2019-04-16,43.8,42.39,43.8,67.38347978178429,1,0,0.033262561924982226
2019-04-17,43.45,41.9,43.45,60.98779786963561,2,0,0.036992840095465496
2019-04-22,44.35,42.48,44.35,69.10758183525468,0,0,0.044020715630885235
2019-04-23,44.15,42.4,44.15,65.82865906967402,1,0,0.04127358490566038
2019-04-24,44.5,43.95,44.5,68.63341728487435,2,0,0.01251422070534692
2019-04-25,46.0,44.905,46.0,77.25126128078125,3,0,0.024384812381694664
2019-04-26,46.1,45.97,46.1,77.69130816504824,4,1,0.0028279312595171323
2019-04-29,45.07,44.325,45.07,63.96624393072424,0,1,0.016807670614777157
2019-04-30,46.0,44.15,46.0,69.24869942771629,1,1,0.041902604756511926
2019-05-02,46.25,44.8,46.25,70.50063152703979,3,0,0.032366071428571494
2019-05-03,45.75,44.44,45.75,64.81706043383186,4,0,0.02947794779477953
2019-05-06,46.5,44.65,46.5,68.87093501181917,0,0,0.04143337066069432
2019-05-07,46.0,45.33,46.0,63.608947426460475,1,0,0.014780498566071073
2019-05-08,46.0,45.1,46.0,63.608947426460475,2,0,0.019955654101995533
2019-05-09,46.0,45.25,46.0,63.608947426460475,3,0,0.016574585635359115
2019-05-10,46.0,44.8,46.0,63.608947426460475,4,0,0.02678571428571435
2019-05-13,46.0,45.1,46.0,63.608947426460475,0,0,0.019955654101995533
2019-05-14,46.0,44.97,46.0,63.608947426460475,1,0,0.022904158327774097
2019-05-15,46.0,45.0,46.0,63.608947426460475,2,0,0.022222222222222223
2019-05-16,46.0,44.79,46.0,63.608947426460475,3,0,0.02701495869613755
2019-05-17,46.1,45.0,46.1,64.58792485717612,4,0,0.024444444444444477
2019-05-20,46.35,45.19,46.35,66.97951216316102,0,0,0.025669395884045227
2019-05-21,46.25,44.77,46.25,65.08600415250595,1,0,0.033057851239669346
2019-05-22,46.1,44.9,46.1,62.24353751340021,2,0,0.02672605790645886
2019-05-23,46.2,45.09,46.2,63.39138577414456,3,0,0.02461743180306053
2019-05-24,46.15,44.82,46.15,62.370384480728646,4,0,0.029674252565818793
2019-05-27,46.15,44.82,46.15,62.370384480728646,0,1,0.029674252565818793
2019-05-28,46.2,44.69,46.2,63.0603980393417,1,1,0.033788319534571606
2019-05-29,46.2,44.45,46.2,63.060398039341706,2,1,0.03937007874015748
2019-05-30,45.9,44.55,45.9,55.924471808279826,3,1,0.03030303030303034
2019-05-31,46.0,44.76,46.0,57.64499986930951,4,1,0.027703306523681904
2019-06-03,46.1,44.87,46.1,59.35371541867964,0,0,0.027412525072431557
2019-06-04,46.0,44.71,46.0,56.88240272278035,1,0,0.028852605681055674
2019-06-05,45.6,44.9,45.6,48.23160463152038,2,0,0.015590200445434362
2019-06-06,45.65,44.93,45.65,49.27017588100384,3,0,0.016024927665257042
2019-06-07,45.7,44.85,45.7,50.34301988935205,4,0,0.01895206243032333
2019-06-10,45.5,44.9,45.5,46.13969803268388,0,0,0.01336302895322943
2019-06-11,45.5,44.7,45.5,46.13969803268388,1,0,0.017897091722595012
2019-06-12,45.3,43.67,45.3,42.06629816551343,2,0,0.03732539500801455
2019-06-13,45.3,43.37,45.3,42.06629816551343,3,0,0.04450080700945354
2019-06-14,45.2,43.97,45.2,40.01762365651324,4,0,0.02797361837616566
2019-06-18,45.15,43.48,45.15,38.995031101154325,1,0,0.03840846366145358
2019-06-19,44.9,43.3,44.9,34.27845106845271,2,0,0.036951501154734445
2019-06-21,44.5,42.79,44.5,28.366527870711195,4,0,0.039962608086001425
2019-06-24,44.44,42.44,44.44,27.597652966791657,0,0,0.047125353440150806
2019-06-25,44.1,42.38,44.1,23.68063781947194,1,0,0.04058518168947614
2019-06-26,44.2,42.73,44.2,26.964051054777514,2,1,0.034402059443014416
2019-06-27,44.2,42.7,44.2,26.964051054777514,3,1,0.0351288056206089
2019-06-28,43.8,42.45,43.8,22.47788267133528,4,1,0.03180212014134262
2019-07-01,43.45,42.37,43.45,19.43146945884095,0,0,0.025489733301864655
2019-07-02,43.5,42.2,43.5,21.077065665168362,1,0,0.0308056872037914
2019-07-03,43.05,42.03,43.05,17.59408065047252,2,0,0.024268379728765072
2019-07-04,42.9,42.03,42.9,16.60883600572228,3,0,0.020699500356887876
2019-07-05,42.9,41.85,42.9,16.60883600572228,4,0,0.025089605734766957
2019-07-10,42.8,41.82,42.8,15.919569870200988,2,0,0.023433763749402124
2019-07-11,43.2,41.7,43.2,28.67099151275046,3,0,0.03597122302158273
2019-07-12,43.25,41.6,43.25,30.09806898765595,4,0,0.0396634615384615
2019-07-15,43.75,42.4,43.75,42.489305810152466,0,0,0.03183962264150947
2019-07-16,44.45,42.661,44.45,54.618171646449,1,0,0.04193525702632384
2019-07-17,44.2,42.5,44.2,50.52024934523792,2,0,0.04000000000000007
2019-07-18,43.95,42.455,43.95,46.74338485491134,3,0,0.03521375574137333
2019-07-19,43.95,42.42,43.95,46.74338485491135,4,0,0.03606789250353609
2019-07-22,44.05,42.45,44.05,48.52848357732134,0,0,0.03769140164899869
2019-07-23,44.25,42.66,44.25,51.99423010638146,1,0,0.03727144866385381
2019-07-24,44.6,42.871,44.6,57.40005091536053,2,0,0.04033029320519697
2019-07-25,44.95,43.37,44.95,62.00740744207873,3,0,0.03643071247406054
2019-07-26,44.95,43.35,44.95,62.00740744207873,4,1,0.03690888119953867
2019-07-29,45.15,43.83,45.15,64.548435517847,0,1,0.03011635865845312
2019-07-30,45.15,43.931,45.15,64.548435517847,1,1,0.027748059456875585
2019-07-31,45.2,43.87,45.2,65.22283021152248,2,1,0.030316845224527135
2019-08-01,45.43,44.36,45.43,68.21788044679623,3,0,0.024120829576194776
2019-08-02,45.9,44.65,45.9,73.28165276620891,4,0,0.027995520716685332
2019-08-05,46.6,45.49,46.6,78.7198092011687,0,0,0.02440096724554846
2019-08-06,46.4,45.299,46.4,74.08040618301627,1,0,0.024305172299609244
2019-08-07,46.5,45.59,46.5,74.87765330527027,2,0,0.019960517657380928
2019-08-08,46.72,45.22,46.72,76.58406433359704,3,0,0.033171163202122954
2019-08-09,46.9,45.25,46.9,77.90635037858767,4,0,0.03646408839779002
2019-08-12,57.0,53.5,57.0,94.9927158141452,0,0,0.06542056074766354
2019-08-13,57.0,55.8,57.0,94.9927158141452,1,0,0.021505376344086075
2019-08-14,62.0,60.4,62.0,96.53239403579622,2,0,0.026490066225165587
2019-08-15,59.0,57.25,59.0,80.53195490478755,3,0,0.03056768558951965
2019-08-16,59.0,55.0,59.0,80.53195490478755,4,0,0.07272727272727272
2019-08-20,58.0,54.75,58.0,75.68240050191213,1,0,0.0593607305936073
2019-08-21,58.5,55.02,58.5,76.44614872046958,2,0,0.06324972737186471
2019-08-22,58.0,55.09,58.0,73.94509197383897,3,0,0.0528226538391722
2019-08-23,58.0,55.15,58.0,73.94509197383896,4,0,0.05167724388032641
2019-08-26,57.5,55.29,57.5,71.24192455375561,0,1,0.03997106167480559
2019-08-27,59.0,56.3,59.0,74.2796367631251,1,1,0.04795737122557732
2019-08-28,60.5,58.1,60.5,76.90662918806987,2,1,0.04130808950086056
2019-08-29,60.75,57.9,60.75,77.32236075115958,3,1,0.04922279792746117
2019-08-30,63.0,59.51,63.0,80.69138399683725,4,1,0.05864560578054112
2019-09-02,63.5,59.51,63.5,81.35429782421201,0,0,0.06704755503276764
2019-09-03,61.0,55.98,61.0,68.66109190637042,1,0,0.0896748838871026
2019-09-04,59.0,56.0,59.0,60.52525683710947,2,0,0.05357142857142857
2019-09-05,59.0,56.01,59.0,60.52525683710947,3,0,0.05338332440635604
2019-09-06,59.0,55.82,59.0,60.52525683710947,4,0,0.05696882837692583
2019-09-09,59.0,56.02,59.0,60.52525683710947,0,0,0.05319528739735803
2019-09-10,58.75,56.01,58.75,59.343005764737946,1,0,0.048919835743617246
2019-09-11,59.0,56.18,59.0,60.18063549519918,2,0,0.05019579921680314
2019-09-12,60.0,56.12,60.0,63.426483708440685,3,0,0.06913756236635786
2019-09-13,61.5,56.11,61.5,67.68201769648766,4,0,0.09606130814471575
2019-09-16,61.5,56.28,61.5,67.68201769648766,0,0,0.09275053304904049
2019-09-17,62.0,56.51,62.0,69.07315831071286,1,0,0.09715094673509117
2019-09-18,62.75,56.52,62.75,71.08384012901189,2,0,0.11022646850672323
2019-09-19,63.0,56.57,63.0,71.74330634442668,3,0,0.11366448647693123
2019-09-20,62.75,56.67,62.75,70.02349657826014,4,0,0.10728780659961175
2019-09-23,62.25,56.921,62.25,66.58559087646908,0,0,0.09362098346831575
2019-09-24,61.75,56.87,61.75,63.24180026042177,1,0,0.0858097415157377
2019-09-25,61.75,57.04,61.75,63.241800260421776,2,0,0.08257363253856945
2019-09-26,62.0,57.21,62.0,64.2819268764284,3,1,0.08372662122006641
2019-09-27,61.5,57.32,61.5,60.589242584795514,4,1,0.07292393579902302
2019-09-30,61.25,57.595,61.25,58.77132795747996,0,1,0.06346036982376944
2019-10-01,60.75,57.64,60.75,55.20384453443467,1,0,0.053955586398334476
2019-10-02,61.5,57.82,61.5,59.204110012697605,2,0,0.06364579730197163
2019-10-03,61.0,57.735,61.0,55.637087249252154,3,0,0.05655148523425999
2019-10-04,61.25,57.73,61.25,57.03108819016024,4,0,0.060973497315087534
2019-10-07,61.25,57.84,61.25,57.031088190160254,0,0,0.05895573997233742
2019-10-08,61.5,57.85,61.5,58.54193827873357,1,0,0.06309420916162486
2019-10-09,61.75,57.99,61.75,60.05452167370015,2,0,0.06483876530436279
2019-10-10,63.0,57.985,63.0,66.61349646185994,3,0,0.08648788479779254
2019-10-11,63.5,58.05,63.5,68.81897766437402,4,0,0.09388458225667533
2019-10-15,63.5,58.27,63.5,68.818977664374,1,0,0.08975459069847257
2019-10-16,64.5,58.348,64.5,72.96190961056213,2,0,0.10543634743264553
2019-10-17,67.5,58.319,67.5,81.08249378588872,3,0,0.1574272535537303
2019-10-18,65.25,58.35,65.25,65.25327396635225,4,0,0.11825192802056553
2019-10-21,66.25,58.51,66.25,68.22256906537972,0,0,0.1322850794735943
2019-10-22,67.25,58.65,67.25,70.90055821365128,1,0,0.14663256606990624
2019-10-23,69.75,59.0,69.75,76.28194081052047,2,0,0.18220338983050846
2019-10-24,69.75,59.45,69.75,76.28194081052047,3,0,0.17325483599663577
2019-10-25,75.75,59.99,75.75,84.34185148060128,4,0,0.26271045174195695
2019-10-28,74.0,59.5,74.0,76.20754497852278,0,1,0.24369747899159663
2019-10-29,67.0,59.47,67.0,53.83967947691032,1,1,0.12661846309063396
2019-10-30,67.0,59.72,67.0,53.83967947691032,2,1,0.12190221031480243
2019-10-31,69.0,59.67,69.0,57.93122819738714,3,1,0.15635997988939163
2019-11-01,67.5,59.75,67.5,54.060897210512145,4,0,0.1297071129707113
2019-11-04,65.5,59.7,65.5,49.32874348773451,0,0,0.09715242881072021
2019-11-05,64.5,59.65,64.5,47.10835863767564,1,0,0.08130762782900254
2019-11-06,65.0,59.65,65.0,48.35996965893128,2,0,0.08968985750209559
2019-11-07,64.0,59.6,64.0,46.0146957704903,3,0,0.07382550335570467
2019-11-08,65.25,59.504,65.25,49.32305507760519,4,0,0.09656493681097073
2019-11-11,64.5,59.504,64.5,47.4443543987706,0,0,0.08396074213498256
2019-11-12,65.5,59.7,65.5,50.16971762407842,1,0,0.09715242881072021
2019-11-13,66.75,59.72,66.75,53.42124621579728,2,0,0.1177160080375084
2019-11-14,66.75,59.72,66.75,53.42124621579728,3,0,0.1177160080375084
2019-11-15,66.75,59.67,66.75,53.42124621579728,4,0,0.1186525892408245
2019-11-19,66.5,59.69,66.5,52.56446386062335,1,0,0.11408946222147767
2019-11-20,66.75,59.73,66.75,53.369857006785715,2,0,0.11752887995981924
2019-11-21,66.75,59.8,66.75,53.369857006785715,3,0,0.11622073578595322
2019-11-22,68.5,59.77,68.5,59.01867427575661,4,0,0.14605989626903124
2019-11-25,68.0,59.71,68.0,56.89785664701406,0,0,0.13883771562552336
2019-11-26,68.25,59.94,68.25,57.716028129178184,1,1,0.13863863863863868
2019-11-27,69.25,59.77,69.25,60.91220849061816,2,1,0.1586079973230717
2019-11-28,69.75,59.77,69.75,62.440918652655185,3,1,0.16697339802576538
2019-11-29,69.25,59.94,69.25,59.9173155628252,4,1,0.15532198865532204
2019-12-02,68.25,59.975,68.25,55.119213746787274,0,0,0.13797415589829093
2019-12-03,68.5,59.925,68.5,56.06640685118085,1,0,0.1430955360867752
2019-12-04,69.0,59.88,69.0,57.976627995237024,2,0,0.15230460921843683
2019-12-05,70.0,59.985,70.0,61.57507136685219,3,0,0.16695840626823374
2019-12-06,71.0,59.94,71.0,64.81931013401098,4,0,0.18451785118451788
2019-12-09,70.0,59.945,70.0,59.41682176131021,0,0,0.16773709233464007
2019-12-10,69.5,59.85,69.5,56.864781628512375,1,0,0.1612364243943191
2019-12-11,68.5,59.815,68.5,52.04962553067085,2,0,0.14519769288639978
2019-12-12,66.5,59.815,66.5,44.0209941242422,3,0,0.11176126389701584
2019-12-13,66.75,59.816,66.75,45.159717639632944,4,0,0.11592216129463684
2019-12-16,72.5,59.815,72.5,63.53353211505158,0,0,0.21207055086516766
2019-12-17,74.0,59.815,74.0,66.67067474275379,1,0,0.2371478726072056
2019-12-18,76.0,59.815,76.0,70.33510754653514,2,0,0.2705843015965895
2019-12-19,75.75,59.815,75.75,69.30929869655947,3,0,0.2664047479729165
2019-12-20,75.0,59.815,75.0,66.19044142074799,4,0,0.25386608710189756
2019-12-23,76.75,59.99,76.75,69.62507690464443,0,0,0.2793798966494415
2019-12-26,80.0,59.89,80.0,74.75436847205692,3,1,0.3357822674903991
2019-12-27,78.5,59.83,78.5,68.96583216100348,4,1,0.3120508106301187
2019-12-30,78.5,59.89,78.5,68.96583216100348,0,1,0.3107363499749541
2020-01-02,77.0,59.815,77.0,63.28271445143428,3,0,0.2873025160912815
2020-01-03,77.0,59.815,77.0,63.28271445143428,4,0,0.2873025160912815
2020-01-06,77.25,59.815,77.25,63.85839065037507,0,0,0.2914820697149545
2020-01-07,76.25,59.815,76.25,59.81834062051278,1,0,0.27476385522026253
2020-01-08,76.5,59.815,76.5,60.49129597043254,2,0,0.27894340884393554
2020-01-09,76.5,59.815,76.5,60.491295970432546,3,0,0.27894340884393554
2020-01-10,76.5,59.816,76.5,60.491295970432546,4,0,0.2789220275511568
2020-01-13,76.5,59.95,76.5,60.49129597043254,0,0,0.2760633861551292
2020-01-14,77.5,60.06,77.5,63.75703051689883,1,0,0.2903762903762903
2020-01-15,78.0,59.95,78.0,65.30141200148516,2,0,0.30108423686405333
2020-01-16,77.75,59.975,77.75,63.83668783783053,3,0,0.29637348895373067
2020-01-17,77.75,60.005,77.75,63.83668783783053,4,0,0.2957253562203149
2020-01-20,78.0,60.005,78.0,64.75357875021132,0,0,0.29989167569369213
2020-01-21,77.5,60.1,77.5,61.40055636005322,1,0,0.2895174708818635
2020-01-22,77.75,60.07,77.75,62.447600658414274,2,0,0.29432328949558845
2020-01-23,77.75,60.08,77.75,62.447600658414274,3,0,0.2941078561917444
2020-01-24,78.5,60.091,78.5,65.68610613870737,4,0,0.30635203275032863
2020-01-27,78.0,60.17,78.0,61.856237570447774,0,1,0.2963270732923383
2020-01-28,78.25,60.18,78.25,63.01732095122439,1,1,0.3002658690594882
2020-01-29,78.25,60.23,78.25,63.01732095122439,2,1,0.2991864519342521
2020-01-30,78.0,60.25,78.0,60.86849227495065,3,1,0.2946058091286307
2020-01-31,78.0,60.35,78.0,60.868492274950654,4,1,0.2924606462303231
2020-02-03,78.0,60.46,78.0,60.868492274950654,0,0,0.2901091630830301
2020-02-04,78.0,60.58,78.0,60.868492274950654,1,0,0.28755364806866957
2020-02-05,78.0,60.59,78.0,60.868492274950654,2,0,0.28734114540353184
2020-02-06,77.5,60.69,77.5,55.39613168679958,3,0,0.2769813807876092
2020-02-07,77.5,60.78,77.5,55.39613168679958,4,0,0.2750904902928595
2020-02-10,77.0,60.978,77.0,50.16547236556139,0,0,0.2627505001803929
2020-02-11,77.5,61.119,77.5,54.765221509029146,1,0,0.2680181285688575
2020-02-12,78.25,61.229,78.25,60.634627005013336,2,0,0.2779891881298078
2020-02-13,78.9,61.389,78.9,64.88695640186546,3,0,0.28524654254019455
2020-02-14,77.9,61.459,77.9,55.03691728901357,4,0,0.26751167444963314
2020-02-17,78.0,61.459,78.0,55.760151343680725,0,0,0.2691387754437917
2020-02-18,78.7,61.662,78.7,60.54440412730892,1,0,0.2763128020498849
2020-02-19,78.9,61.729,78.9,61.81500702009323,2,0,0.2781674739587553
2020-02-20,78.8,61.789,78.8,60.76138798821572,3,0,0.275307902701128
2020-02-21,78.8,61.839,78.8,60.76138798821572,4,0,0.27427675091770565
2020-02-26,78.7,62.089,78.7,59.58355035002561,2,1,0.2675353122131135
2020-02-27,78.5,62.139,78.5,57.195548544661875,3,1,0.26329680233025954
2020-02-28,78.5,62.21,78.5,57.195548544661875,4,1,0.2618550072335637
2020-03-02,78.5,62.259,78.5,57.195548544661875,0,0,0.26086188342247707
2020-03-03,78.5,62.309,78.5,57.19554854466189,1,0,0.2598501019114414
2020-03-04,78.5,62.359,78.5,57.195548544661875,2,0,0.25883994291120765
2020-03-05,78.5,62.419,78.5,57.195548544661875,3,0,0.2576298883352826
2020-03-06,78.5,62.48,78.5,57.195548544661875,4,0,0.25640204865556987
2020-03-09,79.5,62.53,79.5,67.9761799554818,0,0,0.27138973292819446
2020-03-10,79.75,62.589,79.75,70.00975396475533,1,0,0.27418555976289766
2020-03-11,80.0,62.67,80.0,71.9294085588933,2,0,0.27652784426360294
2020-03-12,83.0,62.819,83.0,84.63734879535794,3,0,0.3212563078049634
2020-03-13,83.75,62.899,83.75,86.30638722140228,4,0,0.3314997058776769
2020-03-16,85.0,63.039,85.0,88.54090544597148,0,0,0.34837164295118894
2020-03-17,86.5,63.179,86.5,90.53654274486149,1,0,0.3691258171227781
2020-03-18,89.25,63.33,89.25,92.95790308680833,2,0,0.4092846991946945
2020-03-19,85.5,63.549,85.5,67.56915249830882,3,0,0.3454184959637445
2020-03-20,85.5,63.77,85.5,67.56915249830882,4,0,0.34075584130468867
2020-03-25,84.5,64.05,84.5,62.306256717487265,2,0,0.31928181108508985
2020-03-26,84.5,64.229,84.5,62.306256717487265,3,1,0.31560510049977425
2020-03-27,83.5,64.409,83.5,57.14425396046848,4,1,0.2964026766445682
2020-03-30,83.5,64.469,83.5,57.14425396046848,0,1,0.2951961407808405
2020-04-01,83.5,64.53,83.5,57.14425396046848,2,0,0.29397179606384627
2020-04-02,83.5,64.72,83.5,57.14425396046848,3,0,0.29017305315203956
2020-04-03,83.5,64.91,83.5,57.14425396046848,4,0,0.28639654906794026
2020-04-06,85.0,64.99,85.0,63.68193782044018,0,0,0.30789352208032017
2020-04-07,85.0,65.069,85.0,63.68193782044018,1,0,0.30630561404048007
2020-04-08,85.0,65.16,85.0,63.68193782044018,2,0,0.3044812768569675
2020-04-13,89.25,65.38,89.25,76.41442115501081,0,0,0.3650963597430408
2020-04-14,90.0,65.5,90.0,77.88768864688035,1,0,0.37404580152671757
2020-04-15,96.0,65.619,96.0,85.62416053191842,2,0,0.46299090202532805
2020-04-16,100.0,65.74,100.0,88.51026606301528,3,0,0.5211439002129603
2020-04-17,105.0,65.86,105.0,90.95478135470536,4,0,0.5942909201336167
2020-04-20,105.0,65.98,105.0,90.95478135470536,0,0,0.5913913307062746
2020-04-21,107.0,66.09,107.0,91.76733592816215,1,0,0.6190043879558177
